uf,nome_uf,regiao_intermediaria,nome_regiao_intermediaria,regiao_imediata,nome_regiao_imediata,codigo_municipio,nome_municipio,uf_sigla
43,Rio Grande do Sul,4305,Ijuí,430022,São Luiz Gonzaga,2501,BOSSOROCA,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,2584,BOZANO,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,2600,BRAGA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430007,Montenegro,2659,BROCHIER,RS
43,Rio Grande do Sul,4301,Porto Alegre,430006,Charqueadas - Triunfo - São Jerônimo,2709,BUTIÁ,RS
43,Rio Grande do Sul,4303,Santa Maria,430012,São Gabriel - Caçapava do Sul,2808,CAÇAPAVA DO SUL,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,2907,CACEQUI,RS
43,Rio Grande do Sul,4303,Santa Maria,430013,Cachoeira do Sul,3004,CACHOEIRA DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,3103,CACHOEIRINHA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,3202,CACIQUE DOBLE,RS
43,Rio Grande do Sul,4305,Ijuí,430022,São Luiz Gonzaga,3301,CAIBATÉ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,3400,CAIÇARA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430005,Camaquã,3509,CAMAQUÃ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,3558,CAMARGO,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,3608,CAMBARÁ DO SUL,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,3673,CAMPESTRE DA SERRA,RS
43,Rio Grande do Sul,4305,Ijuí,430019,Santa Rosa,3707,CAMPINA DAS MISSÕES,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,3806,CAMPINAS DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,3905,CAMPO BOM,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,4002,CAMPO NOVO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,4101,CAMPOS BORGES,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430040,Santa Cruz do Sul,4200,CANDELÁRIA,RS
43,Rio Grande do Sul,4305,Ijuí,430019,Santa Rosa,4309,CÂNDIDO GODÓI,RS
43,Rio Grande do Sul,4302,Pelotas,430010,Bagé,4358,CANDIOTA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,4408,CANELA,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,4507,CANGUÇU,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,4606,CANOAS,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,4614,CANUDOS DO VALE,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,4622,CAPÃO BONITO DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,4630,CAPÃO DA CANOA,RS
43,Rio Grande do Sul,4303,Santa Maria,430014,Santiago,4655,CAPÃO DO CIPÓ,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,4663,CAPÃO DO LEÃO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,4689,CAPELA DE SANTANA,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,4697,CAPITÃO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,4671,CAPIVARI DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,4713,CARAÁ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,4705,CARAZINHO,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,4804,CARLOS BARBOSA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,4853,CARLOS GOMES,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,4903,CASCA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,4952,CASEIROS,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,5009,CATUÍPE,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,5108,CAXIAS DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,5116,CENTENÁRIO,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,5124,CERRITO,RS
43,Rio Grande do Sul,4303,Santa Maria,430013,Cachoeira do Sul,5132,CERRO BRANCO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430034,Palmeira das Missões,5157,CERRO GRANDE,RS
43,Rio Grande do Sul,4301,Porto Alegre,430005,Camaquã,5173,CERRO GRANDE DO SUL,RS
43,Rio Grande do Sul,4305,Ijuí,430024,Cerro Largo,5207,CERRO LARGO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,5306,CHAPADA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430006,Charqueadas - Triunfo - São Jerônimo,5355,CHARQUEADAS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430032,Tapejara - Sananduva,5371,CHARRUA,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,5405,CHIAPETTA,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,5439,CHUÍ,RS
43,Rio Grande do Sul,4301,Porto Alegre,430005,Camaquã,5447,CHUVISCA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,5454,CIDREIRA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,5504,CIRÍACO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,5587,COLINAS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,5603,COLORADO,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,5702,CONDOR,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,5801,CONSTANTINA,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,5835,COQUEIRO BAIXO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,5850,COQUEIROS DO SUL,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,5871,CORONEL BARROS,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,5900,CORONEL BICACO,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,5934,CORONEL PILAR,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,5959,COTIPORÃ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,5975,COXILHA,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,6007,CRISSIUMAL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430005,Camaquã,6056,CRISTAL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,6072,CRISTAL DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430027,Cruz Alta,6106,CRUZ ALTA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,6130,CRUZALTENSE,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,6205,CRUZEIRO DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,6304,DAVID CANABARRO,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,6320,DERRUBADAS,RS
43,Rio Grande do Sul,4305,Ijuí,430022,São Luiz Gonzaga,6353,DEZESSEIS DE NOVEMBRO,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,6379,DILERMANDO DE AGUIAR,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,6403,DOIS IRMÃOS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430034,Palmeira das Missões,6429,DOIS IRMÃOS DAS MISSÕES,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,6452,DOIS LAJEADOS,RS
43,Rio Grande do Sul,4301,Porto Alegre,430005,Camaquã,6502,DOM FELICIANO,RS
43,Rio Grande do Sul,4302,Pelotas,430010,Bagé,6601,DOM PEDRITO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430008,Torres,6551,DOM PEDRO DE ALCÂNTARA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,6700,DONA FRANCISCA,RS
43,Rio Grande do Sul,4305,Ijuí,430023,Três de Maio,6734,DOUTOR MAURÍCIO CARDOSO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430043,Encantado,6759,DOUTOR RICARDO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,6767,ELDORADO DO SUL,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430043,Encantado,6809,ENCANTADO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430040,Santa Cruz do Sul,6908,ENCRUZILHADA DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,6924,ENGENHO VELHO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,6957,ENTRE RIOS DO SUL,RS
43,Rio Grande do Sul,4305,Ijuí,430020,Santo Ângelo,6932,ENTRE-IJUÍS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,6973,EREBANGO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,7005,ERECHIM,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,7054,ERNESTINA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,7203,ERVAL GRANDE,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,7302,ERVAL SECO,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430039,Vacaria,7401,ESMERALDA,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,7450,ESPERANÇA DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,7500,ESPUMOSO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,7559,ESTAÇÃO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,7609,ESTÂNCIA VELHA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,7708,ESTEIO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,7807,ESTRELA,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430042,Sobradinho,7815,ESTRELA VELHA,RS
43,Rio Grande do Sul,4305,Ijuí,430020,Santo Ângelo,7831,EUGÊNIO DE CASTRO,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,7864,FAGUNDES VARELA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,7906,FARROUPILHA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,8003,FAXINAL DO SOTURNO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,8052,FAXINALZINHO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,8078,FAZENDA VILANOVA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,8102,FELIZ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,8201,FLORES DA CUNHA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,8250,FLORIANO PEIXOTO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430031,Soledade,8300,FONTOURA XAVIER,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,8409,FORMIGUEIRO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,8433,FORQUETINHA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430027,Cruz Alta,8458,FORTALEZA DOS VALOS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,8508,FREDERICO WESTPHALEN,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,8607,GARIBALDI,RS
43,Rio Grande do Sul,4305,Ijuí,430022,São Luiz Gonzaga,8656,GARRUCHOS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,8706,GAURAMA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430006,Charqueadas - Triunfo - São Jerônimo,8805,GENERAL CÂMARA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,8854,GENTIL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,8904,GETÚLIO VARGAS,RS
43,Rio Grande do Sul,4305,Ijuí,430020,Santo Ângelo,9001,GIRUÁ,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,9050,GLORINHA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,9100,GRAMADO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430035,Nonoai,9126,GRAMADO DOS LOUREIROS,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430040,Santa Cruz do Sul,9159,GRAMADO XAVIER,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,9209,GRAVATAÍ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,9258,GUABIJU,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,9308,GUAÍBA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,9407,GUAPORÉ,RS
43,Rio Grande do Sul,4305,Ijuí,430020,Santo Ângelo,9506,GUARANI DAS MISSÕES,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,9555,HARMONIA,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,7104,HERVAL,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430040,Santa Cruz do Sul,9571,HERVEIRAS,RS
43,Rio Grande do Sul,4305,Ijuí,430023,Três de Maio,9605,HORIZONTINA,RS
43,Rio Grande do Sul,4302,Pelotas,430010,Bagé,9654,HULHA NEGRA,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,9704,HUMAITÁ,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430042,Sobradinho,9753,IBARAMA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430032,Tapejara - Sananduva,9803,IBIAÇÁ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,9902,IBIRAIARAS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430031,Soledade,9951,IBIRAPUITÃ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430027,Cruz Alta,10009,IBIRUBÁ,RS
43,Rio Grande do Sul,4301,Porto Alegre,430004,Taquara - Parobé - Igrejinha,10108,IGREJINHA,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,10207,IJUÍ,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430043,Encantado,10306,ILÓPOLIS,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,10330,IMBÉ,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,10363,IMIGRANTE,RS
43,Rio Grande do Sul,4305,Ijuí,430023,Três de Maio,10405,INDEPENDÊNCIA,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,10413,INHACORÁ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,10439,IPÊ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,10462,IPIRANGA DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,10504,IRAÍ,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,10538,ITAARA,RS
43,Rio Grande do Sul,4303,Santa Maria,430014,Santiago,10553,ITACURUBI,RS
43,Rio Grande do Sul,4306,Passo Fundo,430031,Soledade,10579,ITAPUCA,RS
43,Rio Grande do Sul,4304,Uruguaiana,430017,São Borja,10603,ITAQUI,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,10652,ITATI,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,10702,ITATIBA DO SUL,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,10751,IVORÁ,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,10801,IVOTI,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,10850,JABOTICABA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430027,Cruz Alta,10876,JACUIZINHO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,10900,JACUTINGA,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,11007,JAGUARÃO,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,11106,JAGUARI,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430039,Vacaria,11122,JAQUIRANA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,11130,JARI,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,11155,JÓIA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,11205,JÚLIO DE CASTILHOS,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430042,Sobradinho,11239,LAGOA BONITA DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,11270,LAGOA DOS TRÊS CANTOS,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,11304,LAGOA VERMELHA,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430042,Sobradinho,11254,LAGOÃO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,11403,LAJEADO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430034,Palmeira das Missões,11429,LAJEADO DO BUGRE,RS
43,Rio Grande do Sul,4303,Santa Maria,430012,São Gabriel - Caçapava do Sul,11502,LAVRAS DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,11601,LIBERATO SALZANO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,11627,LINDOLFO COLLOR,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,11643,LINHA NOVA,RS
43,Rio Grande do Sul,4304,Uruguaiana,430017,São Borja,11718,MAÇAMBARÁ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430033,Lagoa Vermelha,11700,MACHADINHO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430008,Torres,11734,MAMPITUBA,RS
43,Rio Grande do Sul,4304,Uruguaiana,430015,Uruguaiana,11759,MANOEL VIANA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,11775,MAQUINÉ,RS
43,Rio Grande do Sul,4301,Porto Alegre,430007,Montenegro,11791,MARATÁ,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,11809,MARAU,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,11908,MARCELINO RAMOS,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,11981,MARIANA PIMENTEL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430026,Erechim,12005,MARIANO MORO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430041,Lajeado,12054,MARQUES DE SOUZA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,12104,MATA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,12138,MATO CASTELHANO,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430040,Santa Cruz do Sul,12153,MATO LEITÃO,RS
43,Rio Grande do Sul,4305,Ijuí,430024,Cerro Largo,12179,MATO QUEIMADO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430032,Tapejara - Sananduva,12203,MAXIMILIANO DE ALMEIDA,RS
43,Rio Grande do Sul,4301,Porto Alegre,430006,Charqueadas - Triunfo - São Jerônimo,12252,MINAS DO LEÃO,RS
43,Rio Grande do Sul,4305,Ijuí,430021,Três Passos,12302,MIRAGUAÍ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,12351,MONTAURI,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430039,Vacaria,12377,MONTE ALEGRE DOS CAMPOS,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430037,Bento Gonçalves,12385,MONTE BELO DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430007,Montenegro,12401,MONTENEGRO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430031,Soledade,12427,MORMAÇO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430008,Torres,12443,MORRINHOS DO SUL,RS
43,Rio Grande do Sul,4302,Pelotas,430009,Pelotas,12450,MORRO REDONDO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,12476,MORRO REUTER,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,12500,MOSTARDAS,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430043,Encantado,12609,MUÇUM,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430039,Vacaria,12617,MUITOS CAPÕES,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,12625,MULITERNO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,12658,NÃO-ME-TOQUE,RS
43,Rio Grande do Sul,4306,Passo Fundo,430025,Passo Fundo,12674,NICOLAU VERGUEIRO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430035,Nonoai,12708,NONOAI,RS
43,Rio Grande do Sul,4306,Passo Fundo,430030,Marau,12757,NOVA ALVORADA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,12807,NOVA ARAÇÁ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,12906,NOVA BASSANO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,12955,NOVA BOA VISTA,RS
43,Rio Grande do Sul,4308,Santa Cruz do Sul - Lajeado,430043,Encantado,13003,NOVA BRÉSCIA,RS
43,Rio Grande do Sul,4305,Ijuí,430023,Três de Maio,13011,NOVA CANDELÁRIA,RS
43,Rio Grande do Sul,4303,Santa Maria,430014,Santiago,13037,NOVA ESPERANÇA DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,13060,NOVA HARTZ,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,13086,NOVA PÁDUA,RS
43,Rio Grande do Sul,4303,Santa Maria,430011,Santa Maria,13102,NOVA PALMA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,13201,NOVA PETRÓPOLIS,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430038,Nova Prata - Guaporé,13300,NOVA PRATA,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,13334,NOVA RAMADA,RS
43,Rio Grande do Sul,4307,Caxias do Sul,430036,Caxias do Sul,13359,NOVA ROMA DO SUL,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,13375,NOVA SANTA RITA,RS
43,Rio Grande do Sul,4306,Passo Fundo,430034,Palmeira das Missões,13490,NOVO BARREIRO,RS
43,Rio Grande do Sul,4303,Santa Maria,430013,Cachoeira do Sul,13391,NOVO CABRAIS,RS
43,Rio Grande do Sul,4301,Porto Alegre,430002,Novo Hamburgo - São Leopoldo,13409,NOVO HAMBURGO,RS
43,Rio Grande do Sul,4305,Ijuí,430019,Santa Rosa,13425,NOVO MACHADO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,13441,NOVO TIRADENTES,RS
43,Rio Grande do Sul,4306,Passo Fundo,430028,Carazinho,13466,NOVO XINGU,RS
43,Rio Grande do Sul,4301,Porto Alegre,430003,Tramandaí - Osório,13508,OSÓRIO,RS
43,Rio Grande do Sul,4306,Passo Fundo,430032,Tapejara - Sananduva,13607,PAIM FILHO,RS
43,Rio Grande do Sul,4301,Porto Alegre,430001,Porto Alegre,13656,PALMARES DO SUL,RS
43,Rio Grande do Sul,4306,Passo Fundo,430034,Palmeira das Missões,13706,PALMEIRA DAS MISSÕES,RS
43,Rio Grande do Sul,4306,Passo Fundo,430029,Frederico Westphalen,13805,PALMITINHO,RS
43,Rio Grande do Sul,4305,Ijuí,430018,Ijuí,13904,PANAMBI,RS
